station_event_id,original_event_id,catch_id,original_catch_id,specimen_id,original_specimen_id,verbatim_identification,species_recorded,common_name,scientific_name,scientific_name_id,lifestage,sex,taxonomic_rank,size_class_mm,number_measured,specimen_length,specimen_length_units,length_type,specimen_length2,specimen_length2_units,length_type2,specimen_weight,specimen_weight2,weight_units,weight_type,marks_scars,visceral_adhesion,comments
IYS2022-Franklin-5-47-144-Trawl,IYS2022-002-059,IYS2022-Franklin-5-47-144-Trawl-198,IYS2022-002-059-198,IYS2022-Franklin-5-47-144-Trawl-198-0303,IYS2022-002-059-198-0303,Stenobrachius leucopsarus,Northern Lampfish,Northern Lampfish,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,unknown,unknown,species,,,42,Millimeters,Fork Length,,,,1,,Grams,Wet weight,,,"NA"
IYS2022-Franklin-5-47-144-Trawl,IYS2022-002-059,IYS2022-Franklin-5-47-144-Trawl-198,IYS2022-002-059-198,IYS2022-Franklin-5-47-144-Trawl-198-0304,IYS2022-002-059-198-0304,Stenobrachius leucopsarus,Northern Lampfish,Northern Lampfish,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,unknown,unknown,species,,,44,Millimeters,Fork Length,,,,1,,Grams,Wet weight,,,"NA"
IYS2022-Franklin-5-47-144-Trawl,IYS2022-002-059,IYS2022-Franklin-5-47-144-Trawl-198,IYS2022-002-059-198,IYS2022-Franklin-5-47-144-Trawl-198-0305,IYS2022-002-059-198-0305,Stenobrachius leucopsarus,Northern Lampfish,Northern Lampfish,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,unknown,unknown,species,,,68,Millimeters,Fork Length,,,,4,,Grams,Wet weight,,,"NA"
IYS2022-Franklin-5-47-144-Trawl,IYS2022-002-059,IYS2022-Franklin-5-47-144-Trawl-198,IYS2022-002-059-198,IYS2022-Franklin-5-47-144-Trawl-198-0306,IYS2022-002-059-198-0306,Stenobrachius leucopsarus,Northern Lampfish,Northern Lampfish,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,unknown,unknown,species,,,70,Millimeters,Fork Length,,,,3,,Grams,Wet weight,,,"NA"
IYS2022-Franklin-5-47-144-Trawl,IYS2022-002-059,IYS2022-Franklin-5-47-144-Trawl-198,IYS2022-002-059-198,IYS2022-Franklin-5-47-144-Trawl-198-0307,IYS2022-002-059-198-0307,Stenobrachius leucopsarus,Northern Lampfish,Northern Lampfish,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,unknown,unknown,species,,,67,Millimeters,Fork Length,,,,3,,Grams,Wet weight,,,"NA"
IYS2022-Franklin-5-47-144-Trawl,IYS2022-002-059,IYS2022-Franklin-5-47-144-Trawl-198,IYS2022-002-059-198,IYS2022-Franklin-5-47-144-Trawl-198-0308,IYS2022-002-059-198-0308,Stenobrachius leucopsarus,Northern Lampfish,Northern Lampfish,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,unknown,unknown,species,,,43,Millimeters,Fork Length,,,,1,,Grams,Wet weight,,,"NA"
IYS2022-Franklin-5-47-144-Trawl,IYS2022-002-059,IYS2022-Franklin-5-47-144-Trawl-198,IYS2022-002-059-198,IYS2022-Franklin-5-47-144-Trawl-198-0309,IYS2022-002-059-198-0309,Stenobrachius leucopsarus,Northern Lampfish,Northern Lampfish,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,unknown,unknown,species,,,66,Millimeters,Fork Length,,,,2,,Grams,Wet weight,,,"NA"
IYS2022-Franklin-5-47-144-Trawl,IYS2022-002-059,IYS2022-Franklin-5-47-144-Trawl-198,IYS2022-002-059-198,IYS2022-Franklin-5-47-144-Trawl-198-0310,IYS2022-002-059-198-0310,Stenobrachius leucopsarus,Northern Lampfish,Northern Lampfish,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,unknown,unknown,species,,,70,Millimeters,Fork Length,,,,3,,Grams,Wet weight,,,"NA"
IYS2022-Franklin-5-47-144-Trawl,IYS2022-002-059,IYS2022-Franklin-5-47-144-Trawl-198,IYS2022-002-059-198,IYS2022-Franklin-5-47-144-Trawl-198-0311,IYS2022-002-059-198-0311,Stenobrachius leucopsarus,Northern Lampfish,Northern Lampfish,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,unknown,unknown,species,,,60,Millimeters,Fork Length,,,,2,,Grams,Wet weight,,,"NA"
IYS2022-Franklin-5-47-144-Trawl,IYS2022-002-059,IYS2022-Franklin-5-47-144-Trawl-198,IYS2022-002-059-198,IYS2022-Franklin-5-47-144-Trawl-198-0312,IYS2022-002-059-198-0312,Stenobrachius leucopsarus,Northern Lampfish,Northern Lampfish,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,unknown,unknown,species,,,57,Millimeters,Fork Length,,,,2,,Grams,Wet weight,,,"NA"
IYS2022-Franklin-5-47-144-Trawl,IYS2022-002-059,IYS2022-Franklin-5-47-144-Trawl-198,IYS2022-002-059-198,IYS2022-Franklin-5-47-144-Trawl-198-0313,IYS2022-002-059-198-0313,Stenobrachius leucopsarus,Northern Lampfish,Northern Lampfish,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,unknown,unknown,species,,,64,Millimeters,Fork Length,,,,3,,Grams,Wet weight,,,"NA"
IYS2022-Franklin-5-47-144-Trawl,IYS2022-002-059,IYS2022-Franklin-5-47-144-Trawl-198,IYS2022-002-059-198,IYS2022-Franklin-5-47-144-Trawl-198-0314,IYS2022-002-059-198-0314,Stenobrachius leucopsarus,Northern Lampfish,Northern Lampfish,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,unknown,unknown,species,,,38,Millimeters,Fork Length,,,,1,,Grams,Wet weight,,,"NA"
IYS2022-Franklin-5-47-144-Trawl,IYS2022-002-059,IYS2022-Franklin-5-47-144-Trawl-198,IYS2022-002-059-198,IYS2022-Franklin-5-47-144-Trawl-198-0315,IYS2022-002-059-198-0315,Stenobrachius leucopsarus,Northern Lampfish,Northern Lampfish,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,unknown,unknown,species,,,65,Millimeters,Fork Length,,,,3,,Grams,Wet weight,,,"NA"
IYS2022-Franklin-5-47-144-Trawl,IYS2022-002-059,IYS2022-Franklin-5-47-144-Trawl-198,IYS2022-002-059-198,IYS2022-Franklin-5-47-144-Trawl-198-0316,IYS2022-002-059-198-0316,Stenobrachius leucopsarus,Northern Lampfish,Northern Lampfish,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,unknown,unknown,species,,,73,Millimeters,Fork Length,,,,3,,Grams,Wet weight,,,"NA"
IYS2022-Franklin-5-47-144-Trawl,IYS2022-002-059,IYS2022-Franklin-5-47-144-Trawl-198,IYS2022-002-059-198,IYS2022-Franklin-5-47-144-Trawl-198-0317,IYS2022-002-059-198-0317,Stenobrachius leucopsarus,Northern Lampfish,Northern Lampfish,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,unknown,unknown,species,,,70,Millimeters,Fork Length,,,,4,,Grams,Wet weight,,,"NA"
IYS2022-Franklin-5-47-144-Trawl,IYS2022-002-059,IYS2022-Franklin-5-47-144-Trawl-198,IYS2022-002-059-198,IYS2022-Franklin-5-47-144-Trawl-198-0318,IYS2022-002-059-198-0318,Stenobrachius leucopsarus,Northern Lampfish,Northern Lampfish,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,unknown,unknown,species,,,67,Millimeters,Fork Length,,,,3,,Grams,Wet weight,,,"NA"
IYS2022-Franklin-5-47-144-Trawl,IYS2022-002-059,IYS2022-Franklin-5-47-144-Trawl-198,IYS2022-002-059-198,IYS2022-Franklin-5-47-144-Trawl-198-0319,IYS2022-002-059-198-0319,Stenobrachius leucopsarus,Northern Lampfish,Northern Lampfish,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,unknown,unknown,species,,,63,Millimeters,Fork Length,,,,2,,Grams,Wet weight,,,"NA"
IYS2022-Franklin-5-47-144-Trawl,IYS2022-002-059,IYS2022-Franklin-5-47-144-Trawl-198,IYS2022-002-059-198,IYS2022-Franklin-5-47-144-Trawl-198-0320,IYS2022-002-059-198-0320,Stenobrachius leucopsarus,Northern Lampfish,Northern Lampfish,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,unknown,unknown,species,,,72,Millimeters,Fork Length,,,,3,,Grams,Wet weight,,,"NA"
IYS2022-Franklin-5-47-144-Trawl,IYS2022-002-059,IYS2022-Franklin-5-47-144-Trawl-198,IYS2022-002-059-198,IYS2022-Franklin-5-47-144-Trawl-198-0321,IYS2022-002-059-198-0321,Stenobrachius leucopsarus,Northern Lampfish,Northern Lampfish,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,unknown,unknown,species,,,70,Millimeters,Fork Length,,,,3,,Grams,Wet weight,,,"NA"
IYS2022-Franklin-5-47-144-Trawl,IYS2022-002-059,IYS2022-Franklin-5-47-144-Trawl-198,IYS2022-002-059-198,IYS2022-Franklin-5-47-144-Trawl-198-0322,IYS2022-002-059-198-0322,Stenobrachius leucopsarus,Northern Lampfish,Northern Lampfish,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,unknown,unknown,species,,,65,Millimeters,Fork Length,,,,3,,Grams,Wet weight,,,"NA"
IYS2022-Franklin-5-47-144-Trawl,IYS2022-002-059,IYS2022-Franklin-5-47-144-Trawl-198,IYS2022-002-059-198,IYS2022-Franklin-5-47-144-Trawl-198-0323,IYS2022-002-059-198-0323,Stenobrachius leucopsarus,Northern Lampfish,Northern Lampfish,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,unknown,unknown,species,,,65,Millimeters,Fork Length,,,,3,,Grams,Wet weight,,,"NA"
IYS2022-Franklin-5-47-144-Trawl,IYS2022-002-059,IYS2022-Franklin-5-47-144-Trawl-198,IYS2022-002-059-198,IYS2022-Franklin-5-47-144-Trawl-198-0324,IYS2022-002-059-198-0324,Stenobrachius leucopsarus,Northern Lampfish,Northern Lampfish,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,unknown,unknown,species,,,45,Millimeters,Fork Length,,,,1,,Grams,Wet weight,,,"NA"
IYS2022-Franklin-5-47-144-Trawl,IYS2022-002-059,IYS2022-Franklin-5-47-144-Trawl-198,IYS2022-002-059-198,IYS2022-Franklin-5-47-144-Trawl-198-0325,IYS2022-002-059-198-0325,Stenobrachius leucopsarus,Northern Lampfish,Northern Lampfish,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,unknown,unknown,species,,,40,Millimeters,Fork Length,,,,1,,Grams,Wet weight,,,"NA"
IYS2022-Franklin-5-47-144-Trawl,IYS2022-002-059,IYS2022-Franklin-5-47-144-Trawl-198,IYS2022-002-059-198,IYS2022-Franklin-5-47-144-Trawl-198-0326,IYS2022-002-059-198-0326,Stenobrachius leucopsarus,Northern Lampfish,Northern Lampfish,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,unknown,unknown,species,,,59,Millimeters,Fork Length,,,,2,,Grams,Wet weight,,,"NA"
IYS2022-Franklin-5-47-144-Trawl,IYS2022-002-059,IYS2022-Franklin-5-47-144-Trawl-198,IYS2022-002-059-198,IYS2022-Franklin-5-47-144-Trawl-198-0327,IYS2022-002-059-198-0327,Stenobrachius leucopsarus,Northern Lampfish,Northern Lampfish,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,unknown,unknown,species,,,67,Millimeters,Fork Length,,,,3,,Grams,Wet weight,,,"NA"
IYS2022-Franklin-5-47-144-Trawl,IYS2022-002-059,IYS2022-Franklin-5-47-144-Trawl-198,IYS2022-002-059-198,IYS2022-Franklin-5-47-144-Trawl-198-0328,IYS2022-002-059-198-0328,Stenobrachius leucopsarus,Northern Lampfish,Northern Lampfish,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,unknown,unknown,species,,,73,Millimeters,Fork Length,,,,5,,Grams,Wet weight,,,"NA"
IYS2022-Franklin-5-47-144-Trawl,IYS2022-002-059,IYS2022-Franklin-5-47-144-Trawl-198,IYS2022-002-059-198,IYS2022-Franklin-5-47-144-Trawl-198-0329,IYS2022-002-059-198-0329,Stenobrachius leucopsarus,Northern Lampfish,Northern Lampfish,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,unknown,unknown,species,,,71,Millimeters,Fork Length,,,,3,,Grams,Wet weight,,,"NA"
IYS2022-Franklin-5-47-144-Trawl,IYS2022-002-059,IYS2022-Franklin-5-47-144-Trawl-198,IYS2022-002-059-198,IYS2022-Franklin-5-47-144-Trawl-198-0330,IYS2022-002-059-198-0330,Stenobrachius leucopsarus,Northern Lampfish,Northern Lampfish,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,unknown,unknown,species,,,75,Millimeters,Fork Length,,,,5,,Grams,Wet weight,,,"NA"
IYS2022-Franklin-5-47-144-Trawl,IYS2022-002-059,IYS2022-Franklin-5-47-144-Trawl-198,IYS2022-002-059-198,IYS2022-Franklin-5-47-144-Trawl-198-0331,IYS2022-002-059-198-0331,Stenobrachius leucopsarus,Northern Lampfish,Northern Lampfish,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,unknown,unknown,species,,,65,Millimeters,Fork Length,,,,2,,Grams,Wet weight,,,"NA"
IYS2022-Franklin-5-47-144-Trawl,IYS2022-002-059,IYS2022-Franklin-5-47-144-Trawl-198,IYS2022-002-059-198,IYS2022-Franklin-5-47-144-Trawl-198-0332,IYS2022-002-059-198-0332,Stenobrachius leucopsarus,Northern Lampfish,Northern Lampfish,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,unknown,unknown,species,,,69,Millimeters,Fork Length,,,,3,,Grams,Wet weight,,,"NA"
IYS2022-Franklin-5-47-144-Trawl,IYS2022-002-059,IYS2022-Franklin-5-47-144-Trawl-198,IYS2022-002-059-198,IYS2022-Franklin-5-47-144-Trawl-198-0333,IYS2022-002-059-198-0333,Stenobrachius leucopsarus,Northern Lampfish,Northern Lampfish,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,unknown,unknown,species,,,60,Millimeters,Fork Length,,,,2,,Grams,Wet weight,,,"NA"
IYS2022-Franklin-5-47-144-Trawl,IYS2022-002-059,IYS2022-Franklin-5-47-144-Trawl-198,IYS2022-002-059-198,IYS2022-Franklin-5-47-144-Trawl-198-0334,IYS2022-002-059-198-0334,Stenobrachius leucopsarus,Northern Lampfish,Northern Lampfish,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,unknown,unknown,species,,,75,Millimeters,Fork Length,,,,6,,Grams,Wet weight,,,"NA"
IYS2022-Franklin-5-47-144-Trawl,IYS2022-002-059,IYS2022-Franklin-5-47-144-Trawl-198,IYS2022-002-059-198,IYS2022-Franklin-5-47-144-Trawl-198-0335,IYS2022-002-059-198-0335,Stenobrachius leucopsarus,Northern Lampfish,Northern Lampfish,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,unknown,unknown,species,,,49,Millimeters,Fork Length,,,,1,,Grams,Wet weight,,,"NA"
IYS2022-Franklin-5-47-144-Trawl,IYS2022-002-059,IYS2022-Franklin-5-47-144-Trawl-198,IYS2022-002-059-198,IYS2022-Franklin-5-47-144-Trawl-198-0336,IYS2022-002-059-198-0336,Stenobrachius leucopsarus,Northern Lampfish,Northern Lampfish,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,unknown,unknown,species,,,64,Millimeters,Fork Length,,,,3,,Grams,Wet weight,,,"NA"
IYS2022-Franklin-5-47-144-Trawl,IYS2022-002-059,IYS2022-Franklin-5-47-144-Trawl-198,IYS2022-002-059-198,IYS2022-Franklin-5-47-144-Trawl-198-0337,IYS2022-002-059-198-0337,Stenobrachius leucopsarus,Northern Lampfish,Northern Lampfish,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,unknown,unknown,species,,,65,Millimeters,Fork Length,,,,3,,Grams,Wet weight,,,"NA"
IYS2022-Franklin-5-47-144-Trawl,IYS2022-002-059,IYS2022-Franklin-5-47-144-Trawl-198,IYS2022-002-059-198,IYS2022-Franklin-5-47-144-Trawl-198-0338,IYS2022-002-059-198-0338,Stenobrachius leucopsarus,Northern Lampfish,Northern Lampfish,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,unknown,unknown,species,,,47,Millimeters,Fork Length,,,,1,,Grams,Wet weight,,,"NA"
IYS2022-Franklin-5-47-144-Trawl,IYS2022-002-059,IYS2022-Franklin-5-47-144-Trawl-198,IYS2022-002-059-198,IYS2022-Franklin-5-47-144-Trawl-198-0339,IYS2022-002-059-198-0339,Stenobrachius leucopsarus,Northern Lampfish,Northern Lampfish,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,unknown,unknown,species,,,41,Millimeters,Fork Length,,,,1,,Grams,Wet weight,,,"NA"
IYS2022-Franklin-5-47-144-Trawl,IYS2022-002-059,IYS2022-Franklin-5-47-144-Trawl-198,IYS2022-002-059-198,IYS2022-Franklin-5-47-144-Trawl-198-0340,IYS2022-002-059-198-0340,Stenobrachius leucopsarus,Northern Lampfish,Northern Lampfish,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,unknown,unknown,species,,,47,Millimeters,Fork Length,,,,1,,Grams,Wet weight,,,"NA"
IYS2022-Franklin-5-47-144-Trawl,IYS2022-002-059,IYS2022-Franklin-5-47-144-Trawl-198,IYS2022-002-059-198,IYS2022-Franklin-5-47-144-Trawl-198-0341,IYS2022-002-059-198-0341,Stenobrachius leucopsarus,Northern Lampfish,Northern Lampfish,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,unknown,unknown,species,,,68,Millimeters,Fork Length,,,,3,,Grams,Wet weight,,,"NA"
IYS2022-Franklin-5-47-144-Trawl,IYS2022-002-059,IYS2022-Franklin-5-47-144-Trawl-198,IYS2022-002-059-198,IYS2022-Franklin-5-47-144-Trawl-198-0342,IYS2022-002-059-198-0342,Stenobrachius leucopsarus,Northern Lampfish,Northern Lampfish,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,unknown,unknown,species,,,42,Millimeters,Fork Length,,,,1,,Grams,Wet weight,,,"NA"
IYS2022-Franklin-5-47-144-Trawl,IYS2022-002-059,IYS2022-Franklin-5-47-144-Trawl-198,IYS2022-002-059-198,IYS2022-Franklin-5-47-144-Trawl-198-0343,IYS2022-002-059-198-0343,Stenobrachius leucopsarus,Northern Lampfish,Northern Lampfish,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,unknown,unknown,species,,,41,Millimeters,Fork Length,,,,1,,Grams,Wet weight,,,"NA"
IYS2022-Franklin-5-47-144-Trawl,IYS2022-002-059,IYS2022-Franklin-5-47-144-Trawl-198,IYS2022-002-059-198,IYS2022-Franklin-5-47-144-Trawl-198-0344,IYS2022-002-059-198-0344,Stenobrachius leucopsarus,Northern Lampfish,Northern Lampfish,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,unknown,unknown,species,,,60,Millimeters,Fork Length,,,,1,,Grams,Wet weight,,,"NA"
IYS2022-Franklin-5-47-144-Trawl,IYS2022-002-059,IYS2022-Franklin-5-47-144-Trawl-198,IYS2022-002-059-198,IYS2022-Franklin-5-47-144-Trawl-198-0345,IYS2022-002-059-198-0345,Stenobrachius leucopsarus,Northern Lampfish,Northern Lampfish,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,unknown,unknown,species,,,50,Millimeters,Fork Length,,,,1,,Grams,Wet weight,,,"NA"
IYS2022-Franklin-5-47-144-Trawl,IYS2022-002-059,IYS2022-Franklin-5-47-144-Trawl-198,IYS2022-002-059-198,IYS2022-Franklin-5-47-144-Trawl-198-0346,IYS2022-002-059-198-0346,Stenobrachius leucopsarus,Northern Lampfish,Northern Lampfish,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,unknown,unknown,species,,,71,Millimeters,Fork Length,,,,3,,Grams,Wet weight,,,"NA"
IYS2022-Franklin-5-47-144-Trawl,IYS2022-002-059,IYS2022-Franklin-5-47-144-Trawl-198,IYS2022-002-059-198,IYS2022-Franklin-5-47-144-Trawl-198-0347,IYS2022-002-059-198-0347,Stenobrachius leucopsarus,Northern Lampfish,Northern Lampfish,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,unknown,unknown,species,,,49,Millimeters,Fork Length,,,,1,,Grams,Wet weight,,,"NA"
IYS2022-Franklin-5-47-144-Trawl,IYS2022-002-059,IYS2022-Franklin-5-47-144-Trawl-198,IYS2022-002-059-198,IYS2022-Franklin-5-47-144-Trawl-198-0348,IYS2022-002-059-198-0348,Stenobrachius leucopsarus,Northern Lampfish,Northern Lampfish,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,unknown,unknown,species,,,66,Millimeters,Fork Length,,,,3,,Grams,Wet weight,,,"NA"
IYS2022-Franklin-5-47-144-Trawl,IYS2022-002-059,IYS2022-Franklin-5-47-144-Trawl-198,IYS2022-002-059-198,IYS2022-Franklin-5-47-144-Trawl-198-0349,IYS2022-002-059-198-0349,Stenobrachius leucopsarus,Northern Lampfish,Northern Lampfish,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,unknown,unknown,species,,,65,Millimeters,Fork Length,,,,3,,Grams,Wet weight,,,"NA"
IYS2022-Franklin-5-47-144-Trawl,IYS2022-002-059,IYS2022-Franklin-5-47-144-Trawl-198,IYS2022-002-059-198,IYS2022-Franklin-5-47-144-Trawl-198-0350,IYS2022-002-059-198-0350,Stenobrachius leucopsarus,Northern Lampfish,Northern Lampfish,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,unknown,unknown,species,,,66,Millimeters,Fork Length,,,,3,,Grams,Wet weight,,,"NA"
IYS2022-Franklin-5-47-144-Trawl,IYS2022-002-059,IYS2022-Franklin-5-47-144-Trawl-198,IYS2022-002-059-198,IYS2022-Franklin-5-47-144-Trawl-198-0351,IYS2022-002-059-198-0351,Stenobrachius leucopsarus,Northern Lampfish,Northern Lampfish,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,unknown,unknown,species,,,63,Millimeters,Fork Length,,,,2,,Grams,Wet weight,,,"NA"
IYS2022-Franklin-5-47-144-Trawl,IYS2022-002-059,IYS2022-Franklin-5-47-144-Trawl-198,IYS2022-002-059-198,IYS2022-Franklin-5-47-144-Trawl-198-0352,IYS2022-002-059-198-0352,Stenobrachius leucopsarus,Northern Lampfish,Northern Lampfish,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,unknown,unknown,species,,,65,Millimeters,Fork Length,,,,2,,Grams,Wet weight,,,"NA"
IYS2022-Franklin-5-47-144-Trawl,IYS2022-002-059,IYS2022-Franklin-5-47-144-Trawl-198,IYS2022-002-059-198,IYS2022-Franklin-5-47-144-Trawl-198-0353,IYS2022-002-059-198-0353,Stenobrachius leucopsarus,Northern Lampfish,Northern Lampfish,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,unknown,unknown,species,,,63,Millimeters,Fork Length,,,,2,,Grams,Wet weight,,,"NA"
IYS2022-Franklin-5-47-144-Trawl,IYS2022-002-059,IYS2022-Franklin-5-47-144-Trawl-198,IYS2022-002-059-198,IYS2022-Franklin-5-47-144-Trawl-198-0354,IYS2022-002-059-198-0354,Stenobrachius leucopsarus,Northern Lampfish,Northern Lampfish,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,unknown,unknown,species,,,43,Millimeters,Fork Length,,,,1,,Grams,Wet weight,,,"NA"
IYS2022-Franklin-5-47-144-Trawl,IYS2022-002-059,IYS2022-Franklin-5-47-144-Trawl-198,IYS2022-002-059-198,IYS2022-Franklin-5-47-144-Trawl-198-0355,IYS2022-002-059-198-0355,Stenobrachius leucopsarus,Northern Lampfish,Northern Lampfish,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,unknown,unknown,species,,,65,Millimeters,Fork Length,,,,3,,Grams,Wet weight,,,"NA"
IYS2022-Franklin-5-47-144-Trawl,IYS2022-002-059,IYS2022-Franklin-5-47-144-Trawl-198,IYS2022-002-059-198,IYS2022-Franklin-5-47-144-Trawl-198-0356,IYS2022-002-059-198-0356,Stenobrachius leucopsarus,Northern Lampfish,Northern Lampfish,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,unknown,unknown,species,,,43,Millimeters,Fork Length,,,,1,,Grams,Wet weight,,,"NA"
IYS2022-Franklin-5-47-144-Trawl,IYS2022-002-059,IYS2022-Franklin-5-47-144-Trawl-198,IYS2022-002-059-198,IYS2022-Franklin-5-47-144-Trawl-198-0357,IYS2022-002-059-198-0357,Stenobrachius leucopsarus,Northern Lampfish,Northern Lampfish,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,unknown,unknown,species,,,73,Millimeters,Fork Length,,,,4,,Grams,Wet weight,,,"NA"
IYS2022-Franklin-5-47-144-Trawl,IYS2022-002-059,IYS2022-Franklin-5-47-144-Trawl-198,IYS2022-002-059-198,IYS2022-Franklin-5-47-144-Trawl-198-0358,IYS2022-002-059-198-0358,Stenobrachius leucopsarus,Northern Lampfish,Northern Lampfish,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,unknown,unknown,species,,,47,Millimeters,Fork Length,,,,1,,Grams,Wet weight,,,"NA"
IYS2022-Franklin-5-47-144-Trawl,IYS2022-002-059,IYS2022-Franklin-5-47-144-Trawl-198,IYS2022-002-059-198,IYS2022-Franklin-5-47-144-Trawl-198-0359,IYS2022-002-059-198-0359,Stenobrachius leucopsarus,Northern Lampfish,Northern Lampfish,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,unknown,unknown,species,,,41,Millimeters,Fork Length,,,,1,,Grams,Wet weight,,,"NA"
IYS2022-Franklin-5-47-144-Trawl,IYS2022-002-059,IYS2022-Franklin-5-47-144-Trawl-198,IYS2022-002-059-198,IYS2022-Franklin-5-47-144-Trawl-198-0360,IYS2022-002-059-198-0360,Stenobrachius leucopsarus,Northern Lampfish,Northern Lampfish,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,unknown,unknown,species,,,69,Millimeters,Fork Length,,,,3,,Grams,Wet weight,,,"NA"
IYS2022-Franklin-5-47-144-Trawl,IYS2022-002-059,IYS2022-Franklin-5-47-144-Trawl-198,IYS2022-002-059-198,IYS2022-Franklin-5-47-144-Trawl-198-0361,IYS2022-002-059-198-0361,Stenobrachius leucopsarus,Northern Lampfish,Northern Lampfish,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,unknown,unknown,species,,,63,Millimeters,Fork Length,,,,3,,Grams,Wet weight,,,"NA"
IYS2022-Franklin-5-47-144-Trawl,IYS2022-002-059,IYS2022-Franklin-5-47-144-Trawl-198,IYS2022-002-059-198,IYS2022-Franklin-5-47-144-Trawl-198-0362,IYS2022-002-059-198-0362,Stenobrachius leucopsarus,Northern Lampfish,Northern Lampfish,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,unknown,unknown,species,,,62,Millimeters,Fork Length,,,,2,,Grams,Wet weight,,,"NA"
